UID	set	resource	cell_line_name	time	2D_3D	stimuli	compound_name_1	dosage_1	compound_name_2	dosage_2	compound_name_3	dosage_3	compound_name_4	dosage_4
set106_105	set106	Meenhard Herlyn	WM989	72hr			DMSO							
set106_124	set106	Meenhard Herlyn	WM989BR	72hr			DMSO							
set106_125	set106	Meenhard Herlyn	WM989BR	72hr			DMSO							
set106_126	set106	Meenhard Herlyn	WM989BR	72hr			DMSO							
set106_145	set106	Meenhard Herlyn	WM983B	72hr			DMSO							
set106_146	set106	Meenhard Herlyn	WM983B	72hr			DMSO							
set106_147	set106	Meenhard Herlyn	WM983B	72hr			DMSO							
set106_151	set106	Meenhard Herlyn	WM983BR	72hr			DMSO							
set106_152	set106	Meenhard Herlyn	WM983BR	72hr			DMSO							
set106_153	set106	Meenhard Herlyn	WM983BR	72hr			DMSO							
set106_172	set106	Meenhard Herlyn	WM164	72hr			DMSO							
set106_173	set106	Meenhard Herlyn	WM164	72hr			DMSO							
set106_174	set106	Meenhard Herlyn	WM164	72hr			DMSO							
set106_193	set106	Meenhard Herlyn	WM164BR	72hr			DMSO							
set106_194	set106	Meenhard Herlyn	WM164BR	72hr			DMSO							
set106_195	set106	Meenhard Herlyn	WM164BR	72hr			DMSO							
set106_295	set106	Meenhard Herlyn	WM989CR	72hr			DMSO							
set106_296	set106	Meenhard Herlyn	WM989CR	72hr			DMSO							
set106_297	set106	Meenhard Herlyn	WM989CR	72hr			DMSO							
set106_316	set106	Meenhard Herlyn	WM164CR	72hr			DMSO							
set106_317	set106	Meenhard Herlyn	WM164CR	72hr			DMSO							
set106_318	set106	Meenhard Herlyn	WM164CR	72hr			DMSO							
set106_346	set106	Meenhard Herlyn	M93-047	d1			DMSO							
set106_347	set106	Meenhard Herlyn	M93-047	d1			DMSO							
set106_348	set106	Meenhard Herlyn	M93-047	d1			DMSO							
set106_352	set106	Meenhard Herlyn	M93-047	d3			DMSO							
set106_353	set106	Meenhard Herlyn	M93-047	d3			DMSO							
set106_354	set106	Meenhard Herlyn	M93-047	d3			DMSO							
set106_373	set106	Meenhard Herlyn	WM852	d1			DMSO							
set106_374	set106	Meenhard Herlyn	WM852	d1			DMSO							
set106_375	set106	Meenhard Herlyn	WM852	d1			DMSO							
set106_394	set106	Meenhard Herlyn	WM852	d3			DMSO							
set106_395	set106	Meenhard Herlyn	WM852	d3			DMSO							
set106_396	set106	Meenhard Herlyn	WM852	d3			DMSO							
set106_472	set106	Meenhard Herlyn	PEO1				CONTROL							
set106_473	set106	Meenhard Herlyn	PEO1				CONTROL							
set106_474	set106	Meenhard Herlyn	PEO1				CONTROL							
set106_520	set106	Meenhard Herlyn	PEO4				CONTROL							
set106_521	set106	Meenhard Herlyn	PEO4				CONTROL							
set106_522	set106	Meenhard Herlyn	PEO4				CONTROL							
set106_612	set106	Meenhard Herlyn	WM35				DMSO							
set106_634	set106	Meenhard Herlyn	WM1158				DMSO							
set106_636	set106	Meenhard Herlyn	WM1552C				DMSO							
set106_638	set106	Meenhard Herlyn	WM1799				DMSO							
set106_640	set106	Meenhard Herlyn	WM983A				DMSO							
set106_658	set106	Meenhard Herlyn	A375				DMSO							
set106_661	set106	Meenhard Herlyn	WM853-2				DMSO							
set106_663	set106	Meenhard Herlyn	WM858				DMSO							
set106_665	set106	Meenhard Herlyn	451LU				DMSO							
set106_684	set106	Meenhard Herlyn	WM2664				DMSO							
set106_686	set106	Meenhard Herlyn	A2058				DMSO							
set106_688	set106	Meenhard Herlyn	WM9				DMSO							
set106_706	set106	Meenhard Herlyn	WM989				DMSO							
set106_708	set106	Meenhard Herlyn	UACC903				DMSO							
set106_710	set106	Meenhard Herlyn	SKMEL28				DMSO							
set106_712	set106	Meenhard Herlyn	WM793				DMSO							
set106_730	set106	Meenhard Herlyn	WM278				DMSO							
set106_754	set106	Meenhard Herlyn	UACC62				DMSO							
set106_756	set106	Meenhard Herlyn	MALME3M				DMSO							
set106_760	set106	Meenhard Herlyn	UACC257				DMSO							
set106_778	set106	Meenhard Herlyn	LOXIMVIBR				GAMITRINIB	0						
set106_781	set106	Meenhard Herlyn	451LUBR				GAMITRINIB	0						
set106_784	set106	Meenhard Herlyn	WM9BR				GAMITRINIB	0						
set106_802	set106	Meenhard Herlyn	SKMEL28BR				GAMITRINIB	0						
set106_804	set106	Meenhard Herlyn	WM989BR				GAMITRINIB	0						
set106_806	set106	Meenhard Herlyn	WM164CR				GAMITRINIB	0						
set106_808	set106	Meenhard Herlyn	WM164BR				GAMITRINIB	0						
set106_826	set106	Meenhard Herlyn	WM3903.1				GAMITRINIB	0						
set106_828	set106	Meenhard Herlyn	A375-BR				GAMITRINIB	0						
set106_831	set106	Meenhard Herlyn	UACC903BR				GAMITRINIB	0						
set106_856	set106	Meenhard Herlyn	UACC903BR				GAMITRINIB	0						
set106_833	set106	Meenhard Herlyn	1205LU-BR				GAMITRINIB	0						
set106_850	set106	Meenhard Herlyn	WM793BR				GAMITRINIB	0						
set106_853	set106	Meenhard Herlyn	WM983BR				GAMITRINIB	0						
set106_874	set106	Meenhard Herlyn	WM3983				GAMITRINIB	0						
set106_876	set106	Meenhard Herlyn	WM3960				GAMITRINIB	0						
set106_879	set106	Meenhard Herlyn	WM35BR				GAMITRINIB	0						
set106_881	set106	Meenhard Herlyn	WM4205.3				GAMITRINIB	0						
set106_1024	set106	Meenhard Herlyn	A375	48h			DMSO							
set106_1025	set106	Meenhard Herlyn	A375	48h			DMSO							
set106_52	set106	Meenhard Herlyn	1205LU	24hr			HA130							
set106_53	set106	Meenhard Herlyn	1205LU	24hr			HA130							
set106_54	set106	Meenhard Herlyn	1205LU	24hr			HA130							
set106_73	set106	Meenhard Herlyn	1205LU	72hr			HA130							
set106_74	set106	Meenhard Herlyn	1205LU	72hr			HA130							
set106_75	set106	Meenhard Herlyn	1205LU	72hr			HA130							
set106_121	set106	Meenhard Herlyn	WM989	72hr			HA130							
set106_122	set106	Meenhard Herlyn	WM989	72hr			HA130							
set106_123	set106	Meenhard Herlyn	WM989	72hr			HA130							
set106_127	set106	Meenhard Herlyn	WM989BR	72hr			HA130							
set106_128	set106	Meenhard Herlyn	WM989BR	72hr			HA130							
set106_129	set106	Meenhard Herlyn	WM989BR	72hr			HA130							
set106_148	set106	Meenhard Herlyn	WM983B	72hr			HA130							
set106_149	set106	Meenhard Herlyn	WM983B	72hr			HA130							
set106_150	set106	Meenhard Herlyn	WM983B	72hr			HA130							
set106_169	set106	Meenhard Herlyn	WM983BR	72hr			HA130							
set106_170	set106	Meenhard Herlyn	WM983BR	72hr			HA130							
set106_171	set106	Meenhard Herlyn	WM983BR	72hr			HA130							
set106_175	set106	Meenhard Herlyn	WM164	72hr			HA130							
set106_176	set106	Meenhard Herlyn	WM164	72hr			HA130							
set106_177	set106	Meenhard Herlyn	WM164	72hr			HA130							
set106_196	set106	Meenhard Herlyn	WM164BR	72hr			HA130							
set106_197	set106	Meenhard Herlyn	WM164BR	72hr			HA130							
set106_198	set106	Meenhard Herlyn	WM164BR	72hr			HA130							
set106_313	set106	Meenhard Herlyn	WM989CR	72hr			HA130							
set106_314	set106	Meenhard Herlyn	WM989CR	72hr			HA130							
set106_315	set106	Meenhard Herlyn	WM989CR	72hr			HA130							
set106_319	set106	Meenhard Herlyn	WM164CR	72hr			HA130							
set106_320	set106	Meenhard Herlyn	WM164CR	72hr			HA130							
set106_321	set106	Meenhard Herlyn	WM164CR	72hr			HA130							
set106_349	set106	Meenhard Herlyn	M93-047	d1			B-I09							
set106_350	set106	Meenhard Herlyn	M93-047	d1			B-I09							
set106_351	set106	Meenhard Herlyn	M93-047	d1			B-I09							
set106_370	set106	Meenhard Herlyn	M93-047	d3			B-I09							
set106_371	set106	Meenhard Herlyn	M93-047	d3			B-I09							
set106_372	set106	Meenhard Herlyn	M93-047	d3			B-I09							
set106_376	set106	Meenhard Herlyn	WM852	d1			B-I09							
set106_377	set106	Meenhard Herlyn	WM852	d1			B-I09							
set106_378	set106	Meenhard Herlyn	WM852	d1			B-I09							
set106_397	set106	Meenhard Herlyn	WM852	d3			B-I09							
set106_398	set106	Meenhard Herlyn	WM852	d3			B-I09							
set106_399	set106	Meenhard Herlyn	WM852	d3			B-I09							
set106_490	set106	Meenhard Herlyn	PEO1				PARP inhibitor-01							
set106_491	set106	Meenhard Herlyn	PEO1				PARP inhibitor-01							
set106_492	set106	Meenhard Herlyn	PEO1				PARP inhibitor-01							
set106_493	set106	Meenhard Herlyn	PEO1				CHK1 inhibitor-01							
set106_494	set106	Meenhard Herlyn	PEO1				CHK1 inhibitor-01							
set106_495	set106	Meenhard Herlyn	PEO1				CHK1 inhibitor-01							
set106_496	set106	Meenhard Herlyn	PEO1				ATR inhibitor-01							
set106_497	set106	Meenhard Herlyn	PEO1				ATR inhibitor-01							
set106_498	set106	Meenhard Herlyn	PEO1				ATR inhibitor-01							
set106_514	set106	Meenhard Herlyn	PEO1				PARP inhibitor-01		CHK1 inhibitor-01					
set106_515	set106	Meenhard Herlyn	PEO1				PARP inhibitor-01		CHK1 inhibitor-01					
set106_516	set106	Meenhard Herlyn	PEO1				PARP inhibitor-01		CHK1 inhibitor-01					
set106_517	set106	Meenhard Herlyn	PEO1				PARP inhibitor-01		ATR inhibitor-01					
set106_518	set106	Meenhard Herlyn	PEO1				PARP inhibitor-01		ATR inhibitor-01					
set106_519	set106	Meenhard Herlyn	PEO1				PARP inhibitor-01		ATR inhibitor-01					
set106_538	set106	Meenhard Herlyn	PEO4				PARP inhibitor-01							
set106_539	set106	Meenhard Herlyn	PEO4				PARP inhibitor-01							
set106_540	set106	Meenhard Herlyn	PEO4				PARP inhibitor-01							
set106_541	set106	Meenhard Herlyn	PEO4				CHK1 inhibitor-01							
set106_542	set106	Meenhard Herlyn	PEO4				CHK1 inhibitor-01							
set106_543	set106	Meenhard Herlyn	PEO4				CHK1 inhibitor-01							
set106_544	set106	Meenhard Herlyn	PEO4				ATR inhibitor-01							
set106_545	set106	Meenhard Herlyn	PEO4				ATR inhibitor-01							
set106_546	set106	Meenhard Herlyn	PEO4				ATR inhibitor-01							
set106_562	set106	Meenhard Herlyn	PEO4				PARP inhibitor-01		CHK1 inhibitor-01					
set106_563	set106	Meenhard Herlyn	PEO4				PARP inhibitor-01		CHK1 inhibitor-01					
set106_564	set106	Meenhard Herlyn	PEO4				PARP inhibitor-01		CHK1 inhibitor-01					
set106_565	set106	Meenhard Herlyn	PEO4				PARP inhibitor-01		ATR inhibitor-01					
set106_566	set106	Meenhard Herlyn	PEO4				PARP inhibitor-01		ATR inhibitor-01					
set106_567	set106	Meenhard Herlyn	PEO4				PARP inhibitor-01		ATR inhibitor-01					
set106_613	set106	Meenhard Herlyn	WM35				GSK2118436	5uM						
set106_635	set106	Meenhard Herlyn	WM1158				GSK2118436	5uM						
set106_637	set106	Meenhard Herlyn	WM1552C				GSK2118436	5uM						
set106_639	set106	Meenhard Herlyn	WM1799				GSK2118436	5uM						
set106_641	set106	Meenhard Herlyn	WM983A				GSK2118436	5uM						
set106_659	set106	Meenhard Herlyn	A375				GSK2118436	1uM						
set106_660	set106	Meenhard Herlyn	A375				GSK2118436	5uM						
set106_977	set106	Meenhard Herlyn	A375				SCH984							
set106_662	set106	Meenhard Herlyn	WM853-2				GSK2118436	5uM						
set106_664	set106	Meenhard Herlyn	WM858				GSK2118436	5uM						
set106_666	set106	Meenhard Herlyn	451LU				GSK2118436	5uM						
set106_685	set106	Meenhard Herlyn	WM2664				GSK2118436	5uM						
set106_687	set106	Meenhard Herlyn	A2058				GSK2118436	5uM						
set106_689	set106	Meenhard Herlyn	WM9				GSK2118436	5uM						
set106_707	set106	Meenhard Herlyn	WM989				GSK2118436	5uM						
set106_709	set106	Meenhard Herlyn	UACC903				GSK2118436	5uM						
set106_711	set106	Meenhard Herlyn	SKMEL28				GSK2118436	5uM						
set106_713	set106	Meenhard Herlyn	WM793				GSK2118436	5uM						
set106_731	set106	Meenhard Herlyn	WM278				GSK2118436	5uM						
set106_755	set106	Meenhard Herlyn	UACC62				GSK2118436	5uM						
set106_757	set106	Meenhard Herlyn	MALME3M				GSK2118436	5uM						
set106_761	set106	Meenhard Herlyn	UACC257				GSK2118436	5uM						
set106_779	set106	Meenhard Herlyn	LOXIMVIBR				GAMITRINIB	2.5uM						
set106_780	set106	Meenhard Herlyn	LOXIMVIBR				GAMITRINIB	5uM						
set106_782	set106	Meenhard Herlyn	451LUBR				GAMITRINIB	2.5uM						
set106_783	set106	Meenhard Herlyn	451LUBR				GAMITRINIB	5uM						
set106_785	set106	Meenhard Herlyn	WM9BR				GAMITRINIB	5uM						
set106_803	set106	Meenhard Herlyn	SKMEL28BR				GAMITRINIB	5uM						
set106_805	set106	Meenhard Herlyn	WM989BR				GAMITRINIB	5uM						
set106_807	set106	Meenhard Herlyn	WM164CR				GAMITRINIB	5uM						
set106_809	set106	Meenhard Herlyn	WM164BR				GAMITRINIB	5uM						
set106_883	set106	Meenhard Herlyn	WM164BR				GAMITRINIB	2.5uM						
set106_827	set106	Meenhard Herlyn	WM3903.1				GAMITRINIB	5uM						
set106_829	set106	Meenhard Herlyn	A375-BR				GAMITRINIB	2.5uM						
set106_830	set106	Meenhard Herlyn	A375-BR				GAMITRINIB	5uM						
set106_832	set106	Meenhard Herlyn	UACC903BR				GAMITRINIB	5uM						
set106_857	set106	Meenhard Herlyn	UACC903BR				GAMITRINIB	2.5uM						
set106_858	set106	Meenhard Herlyn	UACC903BR				GAMITRINIB	5uM						
set106_834	set106	Meenhard Herlyn	1205LU-BR				GAMITRINIB	5uM						
set106_851	set106	Meenhard Herlyn	WM793BR				GAMITRINIB	2.5uM						
set106_852	set106	Meenhard Herlyn	WM793BR				GAMITRINIB	5uM						
set106_854	set106	Meenhard Herlyn	WM983BR				GAMITRINIB	2.5uM						
set106_855	set106	Meenhard Herlyn	WM983BR				GAMITRINIB	5uM						
set106_875	set106	Meenhard Herlyn	WM3983				GAMITRINIB	5uM						
set106_877	set106	Meenhard Herlyn	WM3960				GAMITRINIB	2.5uM						
set106_878	set106	Meenhard Herlyn	WM3960				GAMITRINIB	5uM						
set106_880	set106	Meenhard Herlyn	WM35BR				GAMITRINIB	5uM						
set106_882	set106	Meenhard Herlyn	WM4205.3				GAMITRINIB	5uM						
set106_994	set106	Meenhard Herlyn	A375	48h			PLX4720	1uM						
set106_995	set106	Meenhard Herlyn	A375	48h			PLX4720	1uM	SCH984					
set106_996	set106	Meenhard Herlyn	A375	48h			PLX4720	10						
set106_997	set106	Meenhard Herlyn	A375	48h			PLX4720	10	SCH984					
set106_998	set106	Meenhard Herlyn	A375	48h			PLX4720	10	PD0325901					
set106_999	set106	Meenhard Herlyn	A375	48h			PLX4720	10	PD0325901		SCH984			
set106_43	set106	Meenhard Herlyn	A375	48h			GAMITRINIB							
set106_44	set106	Meenhard Herlyn	A375	48h			GAMITRINIB							
set106_45	set106	Meenhard Herlyn	A375	48h			PLX4720		PD0325901					
set106_46	set106	Meenhard Herlyn	A375	48h			PLX4720		PD0325901					
set106_47	set106	Meenhard Herlyn	A375	48h			PLX4720		PD0325901		GAMITRINIB			
set106_48	set106	Meenhard Herlyn	A375	48h			PLX4720		PD0325901		GAMITRINIB			
set106_456	set106	Meenhard Herlyn	A375	48h			SCH984							
set106_475	set106	Meenhard Herlyn	A375	48h			PLX4720	1uM						
set106_476	set106	Meenhard Herlyn	A375	48h			PLX4720	1uM	SCH984					
set106_477	set106	Meenhard Herlyn	A375	48h			PLX4720	10						
set106_478	set106	Meenhard Herlyn	A375	48h			PLX4720	10	SCH984					
set106_479	set106	Meenhard Herlyn	A375	48h			PLX4720	10	PD0325901					
set106_480	set106	Meenhard Herlyn	A375	48h			PLX4720	10	PD0325901		SCH984			
set107_703	set107	Meenhard Herlyn	1205LU_MH_MX				DMSO							
set107_704	set107	Meenhard Herlyn	1205LU_MH_MX				DMSO							
set107_724	set107	Meenhard Herlyn	WM1799_MH_MX				DMSO							
set107_725	set107	Meenhard Herlyn	WM1799_MH_MX				DMSO							
set107_745	set107	Meenhard Herlyn	WM1366_MH_MX				DMSO							
set107_746	set107	Meenhard Herlyn	WM1366_MH_MX				DMSO							
set107_751	set107	Meenhard Herlyn	WM1366_MH_MX				DMSO							
set107_752	set107	Meenhard Herlyn	WM1366_MH_MX				DMSO							
set107_871	set107	Michael Davies	WM852				CONTROL							
set107_872	set107	Michael Davies	WM852				CONTROL							
set107_937	set107	Michael Davies	WM852				CONTROL							
set107_938	set107	Michael Davies	WM852				CONTROL							
set107_987	set107	Michael Davies	WM852				CONTROL							
set107_988	set107	Michael Davies	WM852				CONTROL							
set107_38	set107	Michael Davies	SKMEL28				CONTROL							
set107_39	set107	Michael Davies	SKMEL28				CONTROL							
set107_88	set107	Michael Davies	SKMEL28				CONTROL							
set107_89	set107	Michael Davies	SKMEL28				CONTROL							
set107_154	set107	Michael Davies	SKMEL28				CONTROL							
set107_155	set107	Michael Davies	SKMEL28				CONTROL							
set107_204	set107	Michael Davies	WM3928				CONTROL							
set107_205	set107	Michael Davies	WM3928				CONTROL							
set107_254	set107	Michael Davies	WM3928				CONTROL							
set107_255	set107	Michael Davies	WM3928				CONTROL							
set107_304	set107	Michael Davies	WM3928				CONTROL							
set107_305	set107	Michael Davies	WM3928				CONTROL							
set107_376	set107	Michael Davies	2338 NRAS 				CONTROL							
set107_395	set107	Michael Davies	2338 WT 				CONTROL							
set107_398	set107	Michael Davies	MEL624				CONTROL							
set107_399	set107	Michael Davies	MEL624				CONTROL							
set107_420	set107	Michael Davies	MEL624				CONTROL							
set107_421	set107	Michael Davies	MEL624				CONTROL							
set107_442	set107	Michael Davies	MEL624				CONTROL							
set107_443	set107	Michael Davies	MEL624				CONTROL							
set107_662	set107	Michael Davies	MEL624				CONTROL							
set107_663	set107	Michael Davies	MEL624				CONTROL							
set107_448	set107	Michael Davies	SKMEL5				CONTROL							
set107_449	set107	Michael Davies	SKMEL5				CONTROL							
set107_470	set107	Michael Davies	SKMEL5				CONTROL							
set107_471	set107	Michael Davies	SKMEL5				CONTROL							
set107_492	set107	Michael Davies	SKMEL5				CONTROL							
set107_493	set107	Michael Davies	SKMEL5				CONTROL							
set107_712	set107	Michael Davies	SKMEL5				CONTROL							
set107_713	set107	Michael Davies	SKMEL5				CONTROL							
set107_514	set107	Michael Davies	UCSD354L				CONTROL							
set107_515	set107	Michael Davies	UCSD354L				CONTROL							
set107_1019	set107	Michael Davies	UCSD354L				CONTROL							
set107_1020	set107	Michael Davies	UCSD354L				CONTROL							
set107_538	set107	Michael Davies	WM1799				CONTROL							
set107_539	set107	Michael Davies	WM1799				CONTROL							
set107_562	set107	Michael Davies	WM1366				CONTROL							
set107_563	set107	Michael Davies	WM1366				CONTROL							
set107_612	set107	Michael Davies	WM3854				CONTROL							
set107_613	set107	Michael Davies	WM3854				CONTROL							
set107_778	set107	Michael Davies	C8161				CONTROL							
set107_779	set107	Michael Davies	C8161				CONTROL							
set107_828	set107	Michael Davies	A375				CONTROL							
set107_829	set107	Michael Davies	A375				CONTROL							
set107_852	set107	Michael Davies	A375-R1				CONTROL							
set107_853	set107	Michael Davies	A375-R1				CONTROL							
set107_875	set107	Michael Davies	A375-R2				CONTROL							
set107_876	set107	Michael Davies	A375-R2				CONTROL							
set107_899	set107	Michael Davies	WM35				CONTROL							
set107_900	set107	Michael Davies	WM35				CONTROL							
set107_923	set107	Michael Davies	WM35-R1				CONTROL							
set107_924	set107	Michael Davies	WM35-R1				CONTROL							
set107_947	set107	Michael Davies	WM1799	12hr			CONTROL							
set107_948	set107	Michael Davies	WM1799	12hr			CONTROL							
set107_969	set107	Michael Davies	C8161	12hr			CONTROL							
set107_970	set107	Michael Davies	C8161	12hr			CONTROL							
set107_929	set107	Michael Davies	C8161-CLEAN				CONTROL							
set107_930	set107	Michael Davies	C8161-CLEAN				CONTROL							
set107_953	set107	Michael Davies	C8161-DIRTY				CONTROL							
set107_954	set107	Michael Davies	C8161-DIRTY				CONTROL							
set107_977	set107	Michael Davies	C8161-DP				CONTROL							
set107_978	set107	Michael Davies	C8161-DP				CONTROL							
set107_1001	set107	Michael Davies	C8161-TT				CONTROL							
set107_1002	set107	Michael Davies	C8161-TT				CONTROL							
set107_1025	set107	Michael Davies	BP-T				CONTROL							
set107_1026	set107	Michael Davies	BP-T				CONTROL							
set107_975	set107	Michael Davies	D29				CONTROL							
set107_976	set107	Michael Davies	D29				CONTROL							
set107_997	set107	Michael Davies	BP				CONTROL							
set107_998	set107	Michael Davies	BP				CONTROL							
set107_705	set107	Meenhard Herlyn	1205LU_MH_MX				LGK974	1uM						
set107_721	set107	Meenhard Herlyn	1205LU_MH_MX				LGK974	1uM						
set107_722	set107	Meenhard Herlyn	1205LU_MH_MX				LGK974	5uM						
set107_723	set107	Meenhard Herlyn	1205LU_MH_MX				LGK974	5uM						
set107_726	set107	Meenhard Herlyn	WM1799_MH_MX				LGK974	1uM						
